식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴 / 바이오틴(μg),비타민 B6 (mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방(g),EPA + DHA(mg),가돌레산(20:1 n-11) / 에이코센산(20:1 n-9)(mg),감마 리놀렌산(18:3 n-6)(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),"도코사펜타에노산(DPA, 22:5 n-3)(mg)","도코사헥사에노산(DHA, 22:6 n-3)(mg)",디호모리놀렌산(20:3 n-3)(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2 n-6)(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1 n-7)(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4 n-3)(mg),아라키돈산(20:4 n-6)(mg),아라키드산(20:0)(mg),알파리놀렌산(18:3 n-3)(g),에루크산(22:1)(mg),에이코사디에노산(20:2 n-6)(mg),에이코사트리에노산(20:3 n-6)(mg),"에이코사펜타에노산(EPA, 20:5 n-3)(mg)",오메가3 지방산(g),오메가6 지방산(g),올레산(18:1 n-9)(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1 trans n-9)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글리신(mg),라이신(mg),류신 / 루신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신 / 이소루신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
D101-017070000-0001,볶음밥_김치,D,음식,1,가정식(분석 함량),1,밥류,1017,볶음밥,101707,김치,10170700,해당없음,0,해당없음,100g,167,68.1,5.32,9.18,1.62,15.74,13.89,2.8,30.0,0.7,72.0,168.0,470.0,25.0,13.0,141.0,0.27,0.097,0.015,4.17,0.0,70.41,1.43,0.04,,,,,0.28,25.65,,,,,,,,,,,,,,,,,,6.5,,0.0,,,0.0,0.24,,7.15,,,20.0,10.0,,,0.0,10.0,,0.0,,2.92,0.0,10.0,110.0,,0.0,380.0,,0.0,20.0,0.23,,10.0,40.0,0.0,,,2190.0,0.0,0.0,0.0,,30.0,10.0,10.0,,50.0,1020.0,,,,,60.0,15.52,0.24,,,14.81,0.57,,,,4416.82,,,827.75,162.74,254.36,362.61,98.55,283.72,290.15,74.98,313.3,442.25,264.7,197.75,,197.87,,153.28,228.46,179.48,84.87,-,3.19,0.05,3,식품의약품안전처,330g,해당없음,1,분석,2018-12-31,2025-04-08
D101-017260000-0001,볶음밥_새우,D,음식,1,가정식(분석 함량),1,밥류,1017,볶음밥,101726,새우,10172600,해당없음,0,해당없음,100g,172,64.1,6.31,6.14,0.61,22.85,0.71,1.6,12.0,0.35,62.0,65.0,146.0,38.0,13.0,304.0,0.003,0.1,1.016,4.12,0.0,70.72,1.19,0.03,,,,,0.24,36.54,,,,,,,,,,,,,,,,,,0.15,,0.0,,,0.0,0.3,,0.26,,,10.0,20.0,,,0.0,20.0,,0.0,,2.69,0.0,10.0,90.0,,0.0,310.0,,0.0,20.0,0.29,,10.0,30.0,10.0,,,1610.0,0.0,0.0,0.0,,20.0,10.0,0.0,,40.0,850.0,,,,,70.0,7.64,0.22,,,11.43,0.59,,,,5574.54,,,978.33,234.17,381.9,475.56,146.8,333.54,319.09,75.3,430.52,573.48,330.62,246.35,,245.71,,175.8,283.21,233.56,110.6,-,3.32,0.07,3,식품의약품안전처,370g,해당없음,1,분석,2018-12-31,2025-04-08
D101-017280000-0001,볶음밥_소고기,D,음식,1,가정식(분석 함량),1,밥류,1017,볶음밥,101728,소고기,10172800,해당없음,0,해당없음,100g,176,63.2,7.59,6.48,0.92,21.76,0.08,2.1,18.0,0.62,86.0,167.0,215.0,31.0,18.0,151.0,0.038,0.127,6.819,4.8,0.0,50.02,1.47,0.07,,,,,0.37,22.57,,,,,,,,,,,,,,,,,,0.08,,0.0,,,0.0,0.0,,0.0,,,10.0,10.0,,,0.0,0.0,,0.0,,1.78,0.0,70.0,60.0,,0.0,420.0,,10.0,0.0,0.1,,0.0,10.0,0.0,,,1760.0,0.0,0.0,0.0,,30.0,0.0,40.0,,10.0,1000.0,,,,,80.0,13.13,0.31,,,8.31,1.42,,,,6679.11,,,1187.93,356.75,489.23,571.14,152.99,309.18,396.3,52.14,457.03,726.89,442.13,253.5,,319.81,,131.79,315.26,314.35,202.68,-,1.71,0.09,3,식품의약품안전처,260g,해당없음,1,분석,2017-12-31,2025-04-08
D101-017450000-0001,볶음밥_참치,D,음식,1,가정식(분석 함량),1,밥류,1017,볶음밥,101745,참치,10174500,해당없음,0,해당없음,100g,180,57.4,4.62,3.27,1.83,32.9,0.12,1.6,15.0,0.11,46.0,66.0,631.0,7.0,0.0,90.0,0.0,0.013,0.23,0.18,0.0,2.76,0.49,0.02,,,,,0.22,6.1,,,,,,,,,,,,,,,,,,0.0,,0.06,,,0.0,0.0,,0.06,,,0.0,10.0,,,0.0,20.0,,0.0,,1.45,0.0,0.0,70.0,,0.0,120.0,,0.0,10.0,0.15,,0.0,0.0,0.0,,,1240.0,0.0,0.0,0.0,,20.0,0.0,0.0,,0.0,350.0,,,,,90.0,8.62,0.31,,,10.97,0.76,,,,4113.65,,,740.38,200.03,246.95,354.87,67.33,235.55,215.9,51.39,312.82,420.78,257.71,176.2,,176.79,,109.4,205.36,178.16,164.03,-,1.87,0.16,3,식품의약품안전처,230g,해당없음,1,분석,2017-12-31,2025-04-08
D101-017480000-0001,볶음밥_채소,D,음식,1,가정식(분석 함량),1,밥류,1017,볶음밥,101748,채소,10174800,해당없음,0,해당없음,100g,182,59.7,4.72,5.39,1.44,28.74,0.29,2.3,17.0,0.42,61.0,156.0,408.0,32.0,15.0,210.0,0.038,0.062,0.0,0.76,0.0,46.24,0.84,0.02,,,,,0.35,20.64,,,,,,,,,,,,,,,,,,0.11,,0.0,,,0.0,0.0,,0.18,,,10.0,20.0,,,0.0,0.0,,0.0,,1.66,0.0,0.0,40.0,,0.0,210.0,,0.0,0.0,0.15,,0.0,20.0,0.0,,,1160.0,0.0,0.0,0.0,,20.0,0.0,0.0,,30.0,620.0,,,,,100.0,12.94,0.29,,,7.15,1.45,,,,4280.72,,,744.02,173.58,219.82,357.0,79.99,229.18,285.84,157.47,329.03,476.83,249.21,164.55,,176.67,,126.2,233.57,180.6,97.17,-,3.53,0.17,3,식품의약품안전처,260g,해당없음,1,분석,2017-12-31,2025-04-08
D101-017510000-0001,볶음밥_표고버섯,D,음식,1,가정식(분석 함량),1,밥류,1017,볶음밥,101751,표고버섯,10175100,해당없음,0,해당없음,100g,184,58.9,3.36,4.81,1.12,31.79,0.0,2.6,5.0,0.3,39.0,167.0,299.0,0.0,0.0,0.0,0.04,0.043,0.083,0.0,0.0,0.0,0.5,0.02,,,,,0.0,6.98,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,10.0,10.0,,,0.0,0.0,,0.0,,1.43,0.0,10.0,40.0,,0.0,120.0,,0.0,10.0,0.16,,0.0,0.0,0.0,,,580.0,0.0,0.0,0.0,,20.0,10.0,0.0,,0.0,360.0,,,,,110.0,8.93,0.38,,,3.76,0.74,,,,2586.31,,,529.29,128.78,120.82,242.52,24.1,128.45,165.59,80.38,199.87,245.17,162.43,76.72,,110.46,,61.81,148.19,104.39,57.34,-,2.87,0.51,3,식품의약품안전처,300g,해당없음,1,분석,2018-12-31,2025-04-08
D101-018000000-0001,비빔밥,D,음식,1,가정식(분석 함량),1,밥류,1018,비빔밥,101800,해당없음,10180000,해당없음,0,해당없음,100g,142,68.9,6.86,4.32,1.11,18.84,0.05,2.0,31.0,1.04,79.0,180.0,232.0,73.0,9.0,771.0,0.336,0.058,0.0,2.02,0.0,42.26,0.95,0.06,,,,,0.42,40.59,,,,,,,,,,,,,,,,,,0.05,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,0.0,,0.0,,1.26,0.0,20.0,60.0,,0.0,270.0,,0.0,10.0,0.11,,0.0,20.0,0.0,,,1280.0,0.0,0.0,0.0,,10.0,10.0,40.0,,40.0,650.0,,,,,100.0,18.01,0.36,,,8.06,2.09,,,,5712.3,,,1019.25,259.78,430.92,483.62,92.28,312.13,331.0,135.7,385.13,570.68,374.24,257.83,,276.22,,128.19,282.28,195.35,177.7,-,3.31,0.09,3,식품의약품안전처,450g,해당없음,1,분석,2018-12-31,2025-04-08
D101-018130000-0001,비빔밥_돌솥,D,음식,1,가정식(분석 함량),1,밥류,1018,비빔밥,101813,돌솥,10181300,해당없음,0,해당없음,100g,147,65.7,5.39,2.95,1.25,24.68,1.24,2.4,25.0,0.59,72.0,114.0,337.0,56.0,8.0,582.0,0.124,0.066,0.0,0.28,0.0,9.98,0.33,0.01,,,,,0.18,28.14,,,,,,,,,,,,,,,,,,0.0,,1.24,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,0.45,0.0,10.0,30.0,,0.0,80.0,,0.0,0.0,0.04,,0.0,10.0,0.0,,,420.0,0.0,0.0,0.0,,0.0,0.0,0.0,,20.0,250.0,,,,,90.0,19.77,0.34,,,8.3,0.78,,,,4762.79,,,820.85,212.51,322.66,418.59,74.42,260.49,312.59,60.79,332.21,533.12,297.53,203.54,,225.35,,126.09,249.87,201.41,110.77,-,1.85,0.1,3,식품의약품안전처,380g,해당없음,1,분석,2017-12-31,2025-04-08
D101-018430000-0001,비빔밥_육회,D,음식,1,가정식(분석 함량),1,밥류,1018,비빔밥,101843,육회,10184300,해당없음,0,해당없음,100g,147,65.7,6.39,3.36,1.6,22.92,4.45,2.6,28.0,0.89,95.0,178.0,446.0,36.0,0.0,427.0,0.083,0.04,0.0,0.0,0.0,30.56,0.77,0.01,,,,,0.54,14.1,,,,,,,,,,,,,,,,,,0.0,,3.85,,,0.0,0.0,,0.6,,,10.0,0.0,,,0.0,0.0,,0.0,,0.66,0.0,20.0,30.0,,0.0,180.0,,0.0,10.0,0.04,,0.0,0.0,0.0,,,990.0,0.0,0.0,0.0,,10.0,0.0,10.0,,60.0,570.0,,,,,90.0,23.57,0.36,,,8.73,2.47,,,,5233.17,,,919.2,249.42,394.4,446.5,85.45,263.66,303.24,55.91,389.91,575.63,333.61,214.11,,248.24,,143.81,240.45,230.19,139.44,-,1.62,0.11,3,식품의약품안전처,300g,해당없음,1,분석,2017-12-31,2025-04-08
D101-019460000-0001,삼각김밥_참치마요네즈,D,음식,1,가정식(분석 함량),1,밥류,1019,삼각김밥,101946,참치마요네즈,10194600,해당없음,0,해당없음,100g,199,59.6,5.93,8.21,0.81,25.45,0.0,2.8,10.0,0.38,58.0,76.0,230.0,23.0,1.0,269.0,0.0,0.055,0.0,2.18,0.0,10.47,1.0,0.03,,,,,0.82,10.69,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,20.0,20.0,,,0.0,40.0,,0.0,,2.99,0.0,10.0,90.0,,0.0,270.0,,0.0,20.0,0.37,,10.0,10.0,30.0,,,1330.0,0.0,0.0,0.0,,20.0,10.0,0.0,,10.0,710.0,,,,,110.0,12.1,0.26,,,19.37,0.58,,,,5211.03,,,806.18,254.32,347.52,460.87,137.88,322.09,251.3,40.12,402.83,483.88,312.54,222.87,,249.13,,169.06,270.05,214.53,265.89,-,7.58,0.19,3,식품의약품안전처,200g,해당없음,1,분석,2018-12-31,2025-04-08
D101-021000000-0001,수수밥,D,음식,1,가정식(분석 함량),1,밥류,1021,수수밥,102100,해당없음,10210000,해당없음,0,해당없음,100g,161,60.8,3.16,0.92,0.15,35.02,0.08,1.1,4.0,0.17,25.0,26.0,1.0,0.0,0.0,0.0,0.01,0.01,0.16,0.08,0.0,0.0,0.13,0.0,,,,,0.0,2.45,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.08,,,0.0,0.0,,,0.0,0.0,,0.0,,0.15,0.0,10.0,0.0,,0.0,10.0,,0.0,0.0,0.01,,0.0,0.0,0.0,,,90.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,120.0,,,,,110.0,6.0,0.28,,,0.55,0.67,,,,2425.54,,,507.78,113.25,77.49,271.52,37.37,126.79,133.21,28.68,180.45,235.3,168.95,98.53,,86.74,,53.88,138.91,139.15,27.57,-,0.19,0.18,3,식품의약품안전처,200g,해당없음,1,분석,2017-12-31,2025-04-08
D101-023000000-0001,알밥,D,음식,1,가정식(분석 함량),1,밥류,1023,알밥,102300,해당없음,10230000,해당없음,0,해당없음,100g,128,72.8,4.73,5.11,1.59,15.75,2.3,3.5,43.0,0.44,61.0,128.0,430.0,39.0,0.0,467.0,0.379,0.036,0.0,2.64,0.0,45.98,0.59,0.03,,,,,1.93,7.14,,,,,,,,,,,,,,,,,,0.55,,1.12,,,0.0,0.07,,0.56,,,30.0,0.0,,,90.0,0.0,,0.0,,1.1,0.0,30.0,50.0,,0.0,150.0,,0.0,20.0,0.04,,10.0,10.0,60.0,,,960.0,0.0,0.0,0.0,,20.0,0.0,10.0,,50.0,400.0,,,,,40.0,14.41,0.17,,,15.3,0.75,,,,3598.77,,,792.69,203.92,233.2,326.28,67.94,177.68,226.78,82.0,226.12,319.72,279.35,0.0,,179.48,,103.79,168.76,138.58,72.48,-,1.15,0.05,3,식품의약품안전처,330g,해당없음,1,분석,2018-12-31,2025-04-08
D101-026000000-0001,영양돌솥밥,D,음식,1,가정식(분석 함량),1,밥류,1026,영양돌솥밥,102600,해당없음,10260000,해당없음,0,해당없음,100g,184,57.4,3.43,2.87,0.21,36.06,0.63,2.1,9.0,0.48,32.0,36.0,6.0,10.0,0.0,124.0,0.031,0.031,0.217,0.0,0.0,0.0,0.61,0.01,,,,,0.0,8.67,,,,,,,,,,,,,,,,,,0.12,,0.0,,,0.0,0.38,,0.14,,,0.0,0.0,,,0.0,0.0,,50.0,,0.62,0.0,50.0,20.0,,0.0,90.0,,0.0,10.0,0.07,,0.0,0.0,0.0,,,360.0,0.0,10.0,0.0,,10.0,0.0,10.0,,10.0,400.0,,,,,120.0,6.89,0.29,,,2.07,1.14,,,,2814.65,,,558.03,137.07,110.34,266.15,58.94,150.0,155.71,29.56,245.67,297.29,170.31,114.6,,103.95,,86.63,156.6,135.11,38.7,-,1.49,0.24,3,식품의약품안전처,350g,해당없음,1,분석,2017-12-31,2025-04-08
D101-028000000-0001,오므라이스,D,음식,1,가정식(분석 함량),1,밥류,1028,오므라이스,102800,해당없음,10280000,해당없음,0,해당없음,100g,173,64.3,6.5,7.23,1.42,20.54,3.19,2.4,19.0,0.84,93.0,163.0,433.0,64.0,31.0,398.0,0.138,0.103,0.493,67.24,0.0,86.99,1.38,0.02,,,,,0.39,53.35,,,,,,,,,,,,,,,,,,0.76,,0.0,,,0.63,1.08,,0.73,,,20.0,10.0,,,0.0,20.0,,0.0,,1.59,0.0,30.0,100.0,,0.0,350.0,,10.0,10.0,0.15,,10.0,60.0,0.0,,,1580.0,0.0,0.0,0.0,,10.0,10.0,10.0,,80.0,990.0,,,,,150.0,12.24,0.21,,,17.41,0.92,,,,6321.79,,,999.2,257.34,409.41,533.78,170.92,411.02,404.82,100.35,452.83,644.39,366.76,290.11,,303.68,,220.26,344.4,266.69,145.86,-,2.22,0.07,3,식품의약품안전처,400g,해당없음,1,분석,2018-12-31,2025-04-08
D101-031000000-0001,자장밥,D,음식,1,가정식(분석 함량),1,밥류,1031,자장밥,103100,해당없음,10310000,해당없음,0,해당없음,100g,122,74.4,4.27,4.72,1.02,15.57,0.03,2.1,11.0,0.41,49.0,137.0,236.0,11.0,0.0,127.0,0.221,0.268,0.413,3.94,0.0,5.75,0.58,0.01,,,,,0.0,11.3,,,,,,,,,,,,,,,,,,0.02,,0.0,,,0.0,0.02,,0.0,,,10.0,10.0,,,0.0,0.0,,0.0,,1.12,0.0,10.0,50.0,,0.0,160.0,,0.0,10.0,0.13,,0.0,10.0,0.0,,,660.0,0.0,0.0,0.0,,10.0,0.0,0.0,,20.0,400.0,,,,,70.0,10.28,0.24,,,4.28,0.55,,,,3384.69,,,725.97,162.37,240.43,282.74,31.11,151.27,189.49,66.33,220.81,346.15,221.29,129.31,,156.03,,75.53,147.79,124.29,113.8,-,1.95,0.06,3,식품의약품안전처,470g,해당없음,1,분석,2018-12-31,2025-04-08
D101-032000000-0001,잡곡밥,D,음식,1,가정식(분석 함량),1,밥류,1032,잡곡밥,103200,해당없음,10320000,해당없음,0,해당없음,100g,146,63.9,5.3,0.87,0.58,29.33,0.32,6.1,17.0,1.33,111.0,157.0,3.0,0.0,0.0,1.0,0.155,0.125,0.0,0.0,0.0,0.0,0.22,0.0,,,,,0.0,14.68,,,,,,,,,,,,,,,,,,0.0,,0.1,,,0.0,0.22,,0.0,,,10.0,0.0,,,0.0,0.0,,0.0,,0.43,0.0,0.0,10.0,,0.0,20.0,,0.0,10.0,0.04,,0.0,0.0,0.0,,,80.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,200.0,,,,,220.0,35.31,0.6,,,0.45,0.93,,,,5205.76,,,1286.52,199.78,268.87,431.0,83.54,284.19,254.58,65.43,283.27,401.78,234.95,198.6,,187.62,,130.47,288.11,488.32,118.75,-,0.98,0.1,3,식품의약품안전처,200g,해당없음,1,분석,2017-12-31,2025-04-08
D101-033000000-0001,잡채밥,D,음식,1,가정식(분석 함량),1,밥류,1033,잡채밥,103300,해당없음,10330000,해당없음,0,해당없음,100g,150,65.8,4.02,3.42,0.95,25.79,0.05,3.0,16.0,0.78,47.0,148.0,227.0,118.0,0.0,1413.0,0.656,0.042,0.084,4.31,0.0,5.91,0.41,0.05,,,,,0.07,17.2,,,,,,,,,,,,,,,,,,0.03,,0.0,,,0.0,0.03,,0.0,,,10.0,0.0,,,0.0,0.0,,0.0,,0.63,0.0,10.0,20.0,,0.0,120.0,,0.0,10.0,0.05,,0.0,0.0,0.0,,,520.0,0.0,0.0,0.0,,20.0,0.0,20.0,,10.0,270.0,,,,,50.0,13.47,0.27,,,3.85,0.85,,,,2936.67,,,588.83,161.53,207.46,262.26,43.6,139.37,157.78,56.23,185.83,282.02,207.33,116.57,,138.46,,51.92,136.68,119.02,81.79,-,1.08,0.03,3,식품의약품안전처,550g,해당없음,1,분석,2018-12-31,2025-04-08
D101-035280000-0001,주먹밥_소고기,D,음식,1,가정식(분석 함량),1,밥류,1035,주먹밥,103528,소고기,10352800,해당없음,0,해당없음,100g,178,57.3,4.76,2.18,1.03,34.73,0.23,1.5,9.0,0.29,46.0,69.0,357.0,0.0,0.0,0.0,0.0,0.06,1.285,0.0,0.0,6.52,0.65,0.02,,,,,0.34,14.41,,,,,,,,,,,,,,,,,,0.08,,0.0,,,0.0,0.11,,0.05,,,10.0,0.0,,,0.0,0.0,,0.0,,0.55,10.0,30.0,30.0,,0.0,180.0,,0.0,10.0,0.03,,0.0,10.0,10.0,,,830.0,0.0,0.0,0.0,,10.0,0.0,10.0,,40.0,430.0,,,,,120.0,9.41,0.3,,,4.83,1.02,,,,4664.85,,,847.97,286.06,260.71,401.17,103.49,274.59,249.88,28.13,373.07,456.43,298.18,192.55,,178.99,,129.05,230.89,249.49,104.24,-,0.86,0.12,3,식품의약품안전처,200g,해당없음,1,분석,2019-12-31,2025-04-08
D101-037000000-0001,짬뽕밥,D,음식,1,가정식(분석 함량),1,밥류,1037,짬뽕밥,103700,해당없음,10370000,해당없음,0,해당없음,100g,72,82.8,3.2,1.4,0.95,11.65,1.34,1.4,13.0,0.67,53.0,138.0,234.0,13.0,0.0,146.0,0.243,0.042,0.433,2.69,0.0,15.78,0.23,0.01,,,,,0.36,16.17,,,,,,,,,,,,,,,,,,0.76,,0.0,,,0.0,0.26,,0.32,,,10.0,10.0,,,0.0,40.0,,0.0,,0.57,0.0,10.0,20.0,,0.0,50.0,,0.0,0.0,0.07,,0.0,0.0,20.0,,,230.0,0.0,0.0,0.0,,10.0,0.0,0.0,,0.0,170.0,,,,,70.0,14.95,0.14,,,12.08,0.36,,,,2907.03,,,564.55,137.95,198.31,212.81,62.6,145.8,126.04,7.42,266.6,318.01,176.94,114.1,,142.55,,94.94,122.7,169.31,46.4,-,1.32,0.05,3,식품의약품안전처,900g,해당없음,1,분석,2019-12-31,2025-04-08
D101-038000000-0001,차조밥,D,음식,1,가정식(분석 함량),1,밥류,1038,차조밥,103800,해당없음,10380000,해당없음,0,해당없음,100g,157,61.5,2.84,0.65,0.18,34.86,0.04,1.8,4.0,0.32,30.0,27.0,1.0,0.0,0.0,0.0,0.025,0.01,0.0,0.8,0.0,0.0,0.14,0.0,,,,,0.0,4.91,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.04,,,0.0,0.0,,,0.0,0.0,,0.0,,0.18,0.0,10.0,0.0,,0.0,10.0,,0.0,0.0,0.01,,0.0,0.0,0.0,,,70.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,120.0,,,,,80.0,8.16,0.29,,,0.77,1.28,,,,2332.26,,,487.23,113.57,75.58,263.4,15.06,125.95,129.43,26.75,176.09,230.71,162.97,97.25,,86.89,,51.16,133.43,132.41,24.43,-,0.1,0.18,3,식품의약품안전처,200g,해당없음,1,분석,2017-12-31,2025-04-08
D101-039000000-0001,찰밥,D,음식,1,가정식(분석 함량),1,밥류,1039,찰밥,103900,해당없음,10390000,해당없음,0,해당없음,100g,153,61.4,4.39,0.18,0.48,33.56,0.49,2.9,11.0,0.22,56.0,168.0,3.0,0.0,0.0,0.0,0.007,0.018,0.0,0.92,0.0,0.0,0.08,0.0,,,,,0.0,20.64,,,,,,,,,,,,,,,,,,0.46,,0.0,,,0.0,0.0,,0.03,,,0.0,0.0,,,0.0,0.0,,0.0,,0.09,0.0,0.0,0.0,,0.0,10.0,,0.0,0.0,0.01,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,70.0,,,,,130.0,20.97,0.53,,,0.6,0.89,,,,3543.47,,,681.78,158.58,194.6,309.6,25.1,158.04,219.89,46.61,271.26,442.52,191.41,118.85,,139.7,,107.23,202.09,180.53,95.69,-,1.47,0.07,3,식품의약품안전처,280g,해당없음,1,분석,2017-12-31,2025-04-08
D101-042200000-0001,초밥_모듬,D,음식,1,가정식(분석 함량),1,밥류,1042,초밥,104220,모듬,10422000,해당없음,0,해당없음,100g,160,61.2,9.66,1.59,0.86,26.72,1.4,2.0,14.0,0.07,106.0,161.0,142.0,1.0,1.0,0.0,0.316,0.026,39.684,0.0,0.61,19.43,0.41,0.02,,,,,0.43,11.61,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,1.4,,0.0,,,20.0,0.0,,,20.0,200.0,,0.0,,0.21,0.0,30.0,30.0,,0.0,70.0,,0.0,0.0,0.01,,0.0,20.0,50.0,,,330.0,0.0,0.0,0.0,,10.0,10.0,0.0,,40.0,300.0,,,,,100.0,15.43,0.21,,,36.44,0.66,,,,9960.14,,,1571.24,494.69,840.09,857.06,283.59,600.52,455.71,41.75,770.32,1017.94,568.35,474.5,,485.79,,305.35,469.76,394.91,328.56,-,0.62,0.13,3,식품의약품안전처,380g,해당없음,1,분석,2018-12-31,2025-04-08
D101-042410000-0001,초밥_유부초밥,D,음식,1,가정식(분석 함량),1,밥류,1042,초밥,104241,유부초밥,10424100,해당없음,0,해당없음,100g,194,57.4,5.78,5.77,1.21,29.82,1.99,2.6,46.0,0.59,67.0,57.0,386.0,23.0,0.0,270.0,0.0,0.025,0.015,4.25,0.0,3.12,0.69,0.02,,,,,0.0,29.77,,,,,,,,,,,,,,,,,,0.61,,0.0,,,0.0,0.47,,0.92,,,10.0,10.0,,,0.0,0.0,,0.0,,2.0,0.0,10.0,60.0,,0.0,180.0,,0.0,20.0,0.25,,0.0,0.0,0.0,,,990.0,0.0,0.0,0.0,,20.0,10.0,0.0,,10.0,500.0,,,,,110.0,21.45,0.43,,,6.05,0.77,,,,5321.07,,,1066.05,235.07,250.97,444.09,82.16,308.97,295.16,53.92,435.71,605.14,273.11,232.27,,216.08,,152.41,287.38,265.21,117.42,-,2.05,0.11,3,식품의약품안전처,200g,해당없음,1,분석,2018-12-31,2025-04-08
D101-044000000-0001,카레라이스,D,음식,1,가정식(분석 함량),1,밥류,1044,카레라이스,104400,해당없음,10440000,해당없음,0,해당없음,100g,108,73.9,3.11,1.4,0.81,20.74,0.16,0.5,12.0,0.3,35.0,91.0,210.0,13.0,0.0,155.0,0.115,0.017,0.217,3.16,0.0,2.79,0.44,0.04,,,,,0.0,6.68,,,,,,,,,,,,,,,,,,0.02,,0.0,,,0.0,0.0,,0.14,,,0.0,0.0,,,0.0,0.0,,10.0,,0.34,0.0,20.0,20.0,,0.0,80.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,370.0,0.0,0.0,0.0,,0.0,0.0,40.0,,10.0,320.0,,,,,40.0,7.5,0.09,,,4.58,0.74,,,,2931.73,,,604.6,133.55,184.4,251.98,54.48,145.94,149.28,52.12,209.03,274.01,178.23,129.04,,135.21,,89.98,139.2,123.91,76.77,-,0.85,0.12,3,식품의약품안전처,480g,해당없음,1,분석,2018-12-31,2025-04-08
